airline_name,date,cabin_flown,overall_rating,seat_comfort_rating,cabin_staff_rating,food_beverages_rating,inflight_entertainment_rating,value_money_rating,recommended
air-namibia,2008-11-29,Economy,7.0,4.0,4.176470588235294,3.7058823529411766,1.8823529411764706,4.0,1
air-namibia,2008-11-22,Economy,9.0,4.0,4.176470588235294,3.7058823529411766,1.8823529411764706,4.0,1
air-niugini,2015-07-17,Economy,9.0,4.0,4.0,4.0,4.0,4.0,1
air-niugini,2014-01-04,Economy,8.0,0.0,0.0,0.0,0.0,0.0,1
air-france,2013-07-23,Economy,1.0,2.0,1.0,3.0,3.0,2.0,0
air-france,2013-07-22,Economy,1.0,1.0,1.0,1.0,1.0,1.0,0
air-france,2013-07-22,Economy,8.0,4.0,4.0,3.0,3.0,4.0,1
air-france,2013-07-21,Economy,1.0,2.0,1.0,1.0,3.0,1.0,0
air-new-zealand,2015-05-29,Business Class,10.0,5.0,5.0,5.0,5.0,5.0,1
air-new-zealand,2015-05-25,Economy,1.0,3.0,1.0,3.0,0.0,2.0,0
air-new-zealand,2015-05-25,Economy,10.0,4.0,5.0,4.0,4.0,5.0,1
air-mauritius,2010-07-24,Economy,6.0,2.2686567164179103,3.029850746268657,2.791044776119403,2.4328358208955225,1.0,0
air-mauritius,2010-07-09,Economy,7.0,2.2686567164179103,3.029850746268657,2.791044776119403,2.4328358208955225,4.0,1
air-mauritius,2010-07-02,Economy,7.0,2.2686567164179103,3.029850746268657,2.791044776119403,2.4328358208955225,4.0,1
air-india,2012-02-09,Economy,9.0,5.0,4.0,4.0,4.0,5.0,1
air-india,2012-02-06,Economy,4.0,1.0,4.0,4.0,0.0,2.0,0
air-namibia,2008-11-14,Economy,9.0,4.0,4.176470588235294,3.7058823529411766,1.8823529411764706,4.0,1
air-namibia,2008-10-27,Business Class,8.0,4.0,4.176470588235294,3.7058823529411766,1.8823529411764706,4.0,0
air-namibia,2008-10-09,Economy,3.0,4.0,4.176470588235294,3.7058823529411766,1.8823529411764706,4.0,0
air-niugini,2014-01-02,Economy,5.0,0.0,0.0,0.0,0.0,0.0,0
air-niugini,2013-10-23,Economy,2.0,1.0,1.0,1.0,1.0,1.0,0
air-france,2013-07-16,Business Class,2.0,1.0,3.0,2.0,2.0,2.0,0
air-france,2013-07-15,Economy,1.0,3.0,1.0,1.0,3.0,1.0,0
air-france,2013-07-14,Economy,2.0,1.0,2.0,1.0,1.0,2.0,0
air-france,2013-07-11,Economy,5.0,3.0,3.0,2.0,1.0,2.0,0
air-new-zealand,2015-05-20,Business Class,8.0,5.0,4.0,3.0,4.0,3.0,1
air-new-zealand,2015-05-08,Economy,1.0,1.0,1.0,1.0,2.0,1.0,0
air-new-zealand,2015-04-23,Economy,6.722419928825623,3.0,2.0,2.0,4.0,2.0,0
air-new-zealand,2015-04-20,Economy,3.0,3.0,2.0,2.0,4.0,1.0,0
air-india,2012-02-01,Economy,7.0,5.0,3.0,5.0,0.0,4.0,1
air-namibia,2008-08-06,Economy,2.0,4.0,4.176470588235294,3.7058823529411766,1.8823529411764706,4.0,0
air-namibia,2008-06-16,Economy,4.0,4.0,4.176470588235294,3.7058823529411766,1.8823529411764706,4.0,1
air-france,2013-07-11,Business Class,10.0,4.0,5.0,5.0,5.0,5.0,1
air-france,2013-07-09,Business Class,6.0,3.0,2.0,3.0,3.0,3.0,1
air-france,2013-07-08,Economy,3.0,3.0,1.0,3.0,3.0,2.0,0
air-new-zealand,2015-04-19,Business Class,9.0,5.0,5.0,4.0,4.0,4.0,1
air-new-zealand,2015-04-19,Premium Economy,5.0,3.0,2.0,3.0,3.0,3.0,0
air-new-zealand,2015-04-19,Economy,6.722419928825623,3.0,2.0,0.0,0.0,1.0,0
air-new-zealand,2015-04-16,Economy,5.0,3.0,3.0,4.0,4.0,3.0,0
air-india,2012-01-25,Economy,8.0,4.0,4.0,5.0,5.0,3.0,1
air-india,2012-01-25,Economy,8.0,4.0,4.0,5.0,4.0,5.0,1
air-france,2013-07-07,Premium Economy,3.0,2.0,1.0,1.0,3.0,2.0,0
air-france,2013-07-07,Premium Economy,9.0,3.0,5.0,5.0,5.0,5.0,1
air-france,2013-07-05,Economy,7.0,3.0,4.0,3.0,3.0,4.0,1
air-new-zealand,2015-04-08,Premium Economy,10.0,5.0,5.0,4.0,5.0,5.0,1
air-new-zealand,2015-04-01,Economy,10.0,5.0,5.0,5.0,5.0,5.0,1
air-new-zealand,2015-04-01,Economy,10.0,5.0,5.0,5.0,0.0,5.0,1
air-new-zealand,2015-04-01,Economy,10.0,5.0,5.0,5.0,0.0,5.0,1
air-india,2012-01-21,Economy,9.0,5.0,5.0,5.0,4.0,5.0,1
air-france,2013-07-04,Economy,8.0,3.0,5.0,5.0,5.0,5.0,1
air-france,2013-07-04,Economy,2.0,1.0,1.0,1.0,3.0,1.0,0
air-france,2013-07-03,Business Class,6.0,2.0,4.0,4.0,3.0,3.0,1
air-france,2013-06-25,Economy,6.0,3.0,3.0,4.0,4.0,3.0,0
air-new-zealand,2015-03-23,Economy,10.0,4.0,5.0,4.0,0.0,5.0,1
air-new-zealand,2015-03-23,Economy,5.0,3.0,1.0,1.0,3.0,3.0,0
air-india,2012-01-12,Economy,1.0,4.0,3.0,1.0,0.0,2.0,0
air-india,2012-01-12,Economy,1.0,1.0,1.0,3.0,1.0,1.0,0
air-france,2013-06-23,Economy,8.0,4.0,4.0,4.0,5.0,5.0,1
air-france,2013-06-23,Economy,1.0,1.0,1.0,1.0,1.0,1.0,0
air-france,2013-06-23,Economy,8.0,2.0,4.0,2.0,1.0,5.0,1
air-new-zealand,2015-03-19,Economy,4.0,1.0,2.0,2.0,2.0,3.0,0
air-new-zealand,2015-03-18,Economy,1.0,3.0,1.0,1.0,1.0,1.0,0
air-new-zealand,2015-03-17,Economy,6.722419928825623,1.0,1.0,0.0,1.0,1.0,0
air-india,2012-01-05,Economy,6.0,4.0,4.0,4.0,2.0,4.0,1
air-france,2013-06-21,Economy,8.0,4.0,5.0,4.0,5.0,5.0,1
air-france,2013-06-21,Business Class,9.0,4.0,5.0,4.0,4.0,4.0,1
air-france,2013-06-19,Economy,1.0,3.0,2.0,3.0,1.0,1.0,0
air-new-zealand,2015-03-17,Economy,6.0,2.0,4.0,4.0,4.0,3.0,1
air-new-zealand,2015-03-17,Economy,1.0,1.0,1.0,1.0,1.0,1.0,0
air-new-zealand,2015-03-17,Premium Economy,8.0,5.0,4.0,4.0,4.0,4.0,1
air-india,2012-01-01,Economy,4.0,1.0,2.0,3.0,0.0,2.0,0
air-france,2013-06-16,Business Class,2.0,4.0,1.0,2.0,2.0,1.0,0
air-france,2013-06-16,Economy,8.0,3.0,3.0,5.0,3.0,4.0,1
air-france,2013-06-12,Economy,8.0,3.0,4.0,4.0,5.0,4.0,1
air-new-zealand,2015-03-09,Economy,6.0,3.0,4.0,4.0,4.0,4.0,1
air-new-zealand,2015-03-09,Economy,7.0,4.0,3.0,4.0,4.0,4.0,1
air-new-zealand,2015-03-04,Economy,10.0,5.0,5.0,4.0,5.0,5.0,1
air-india,2011-12-23,Business Class,4.0,3.0,3.0,3.0,2.0,3.0,0
air-france,2013-06-09,Economy,1.0,2.0,1.0,1.0,2.0,1.0,0
air-new-zealand,2015-03-04,Business Class,5.0,4.0,1.0,3.0,3.0,3.0,0
air-new-zealand,2015-03-04,Business Class,4.0,4.0,2.0,5.0,4.0,3.0,0
air-new-zealand,2015-03-04,Economy,5.0,1.0,2.0,2.0,2.0,3.0,1
air-india,2011-12-02,Economy,3.0,3.0,1.0,1.0,1.0,2.0,0
air-india,2011-11-30,Business Class,7.0,4.0,4.0,3.0,3.0,4.0,1
air-new-zealand,2015-02-24,Economy,10.0,4.0,4.0,4.0,5.0,4.0,1
air-new-zealand,2015-02-24,Premium Economy,5.0,2.0,4.0,4.0,2.0,2.0,1
air-new-zealand,2015-02-24,Economy,10.0,4.0,5.0,4.0,4.0,4.0,1
air-india,2011-11-04,Economy,8.0,4.0,4.0,5.0,0.0,5.0,1
air-india,2011-11-03,Economy,5.0,3.0,4.0,4.0,2.0,5.0,0
air-india,2011-10-29,Economy,9.0,5.0,3.0,3.0,4.0,4.0,1
air-new-zealand,2015-02-18,Economy,6.722419928825623,3.0,3.0,2.0,2.0,0.0,0
air-new-zealand,2015-02-18,Economy,2.0,1.0,2.0,1.0,1.0,2.0,0
air-new-zealand,2015-02-18,Economy,10.0,5.0,5.0,5.0,5.0,5.0,1
air-nostrum,2015-03-29,Business Class,7.454545454545454,3.0,1.0,1.0,1.0,1.0,0
air-nostrum,2013-10-28,Economy,10.0,5.0,5.0,0.0,0.0,5.0,1
air-new-zealand,2015-02-11,Economy,6.722419928825623,4.0,1.0,0.0,0.0,0.0,0
air-new-zealand,2015-02-11,Economy,6.722419928825623,3.0,1.0,1.0,1.0,1.0,0
air-new-zealand,2015-02-06,Economy,4.0,1.0,4.0,3.0,1.0,2.0,0
air-nostrum,2013-09-01,Economy,10.0,5.0,4.0,0.0,0.0,2.0,1
air-nostrum,2013-08-12,Economy,4.0,2.0,3.0,0.0,0.0,2.0,0
air-nostrum,2013-06-06,Economy,7.454545454545454,3.75,3.25,0.25,0.25,1.0,0
air-nostrum,2011-06-27,Economy,8.0,3.75,3.25,0.25,0.25,4.0,1
air-new-zealand,2015-01-30,Business Class,5.0,2.0,4.0,3.0,3.0,3.0,1
air-new-zealand,2015-01-21,Premium Economy,10.0,5.0,5.0,4.0,5.0,4.0,1
air-new-zealand,2015-01-21,Economy,2.0,2.0,4.0,3.0,3.0,2.0,0
air-nostrum,2011-05-04,Economy,8.0,3.75,3.25,0.25,0.25,4.0,1
air-nostrum,2011-04-29,Economy,8.0,3.75,3.25,0.25,0.25,4.0,1
air-nostrum,2010-09-12,Business Class,7.0,3.75,3.25,0.25,0.25,1.0,1
air-nostrum,2010-06-12,Economy,7.0,3.75,3.25,0.25,0.25,4.0,1
air-nostrum,2010-01-10,Economy,9.0,3.75,3.25,0.25,0.25,4.0,1
air-new-zealand,2015-01-19,Premium Economy,1.0,1.0,5.0,2.0,1.0,1.0,0
air-new-zealand,2015-01-19,Economy,4.0,2.0,1.0,3.0,3.0,3.0,0
air-new-zealand,2015-01-19,Economy,7.0,4.0,4.0,2.0,4.0,4.0,1
air-nostrum,2009-06-17,Economy,10.0,3.75,3.25,0.25,0.25,4.0,1
air-nostrum,2009-05-15,Business Class,1.0,3.75,3.25,0.25,0.25,1.0,0
air-new-zealand,2015-01-19,Economy,6.722419928825623,4.0,1.0,3.0,4.0,1.0,0
air-new-zealand,2015-01-05,Economy,10.0,5.0,5.0,5.0,5.0,5.0,1
air-new-zealand,2014-12-31,Economy,9.0,4.0,4.0,4.0,4.0,4.0,1
air-new-zealand,2014-12-29,Economy,4.0,3.0,5.0,1.0,1.0,3.0,0
air-new-zealand,2014-12-22,Economy,2.0,3.0,3.0,1.0,1.0,3.0,0
air-new-zealand,2014-12-18,Economy,2.0,4.0,2.0,0.0,0.0,3.0,0
air-new-zealand,2014-11-25,Economy,10.0,5.0,5.0,5.0,4.0,5.0,1
air-new-zealand,2014-11-20,Business Class,10.0,5.0,5.0,5.0,5.0,4.0,1
air-new-zealand,2014-11-20,Economy,7.0,4.0,4.0,2.0,4.0,3.0,1
air-new-zealand,2014-11-17,Business Class,1.0,4.0,1.0,1.0,3.0,1.0,0
air-new-zealand,2014-11-12,Economy,9.0,4.0,5.0,5.0,5.0,5.0,1
air-new-zealand,2014-11-11,Economy,9.0,4.0,4.0,1.0,4.0,4.0,1
air-new-zealand,2014-11-06,Economy,1.0,3.0,4.0,3.0,3.0,2.0,0
air-new-zealand,2014-10-31,Premium Economy,10.0,5.0,5.0,5.0,5.0,5.0,1
air-new-zealand,2014-10-28,Economy,1.0,1.0,1.0,3.0,1.0,1.0,0
air-new-zealand,2014-10-28,Premium Economy,9.0,4.0,5.0,5.0,5.0,5.0,1
air-new-zealand,2014-10-22,Economy,3.0,2.0,4.0,1.0,0.0,3.0,0
air-new-zealand,2014-10-22,Premium Economy,7.0,3.0,5.0,5.0,3.0,4.0,1
air-new-zealand,2014-10-12,Business Class,9.0,5.0,5.0,5.0,3.0,5.0,1
air-new-zealand,2014-10-01,Business Class,10.0,5.0,5.0,5.0,5.0,5.0,1
air-serbia,2015-07-26,Business Class,8.0,4.0,5.0,4.0,2.0491803278688523,5.0,1
air-new-zealand,2014-09-18,Business Class,9.0,4.0,5.0,5.0,5.0,3.0,1
air-new-zealand,2014-09-18,Economy,6.722419928825623,2.0,3.0,3.0,1.0,1.0,0
air-new-zealand,2014-09-18,Business Class,9.0,4.0,5.0,4.0,5.0,4.0,1
air-serbia,2015-07-03,Economy,10.0,5.0,5.0,3.0,1.0,5.0,1
air-serbia,2015-06-26,Economy,10.0,5.0,5.0,5.0,2.0491803278688523,5.0,1
air-serbia,2015-06-14,Economy,8.0,4.0,5.0,5.0,2.0,5.0,1
air-new-zealand,2014-09-17,Business Class,10.0,4.0,5.0,5.0,3.0,4.0,1
air-new-zealand,2014-09-17,Business Class,10.0,4.0,5.0,5.0,3.0,4.0,1
air-new-zealand,2014-09-14,Economy,10.0,5.0,5.0,5.0,5.0,5.0,1
air-new-zealand,2014-09-14,Premium Economy,10.0,5.0,5.0,5.0,5.0,5.0,1
air-serbia,2015-06-12,Economy,7.0,3.0,5.0,5.0,2.0491803278688523,4.0,1
air-serbia,2015-05-12,Economy,8.0,1.0,5.0,2.0,1.0,5.0,1
air-serbia,2015-04-23,Economy,9.0,3.0,5.0,5.0,3.0,5.0,1
air-new-zealand,2014-09-09,Business Class,8.0,4.0,5.0,5.0,4.0,4.0,1
air-new-zealand,2014-09-09,Business Class,6.722419928825623,0.0,1.0,3.0,4.0,1.0,0
air-new-zealand,2014-09-06,Economy,7.0,4.0,4.0,4.0,0.0,3.0,1
air-serbia,2015-04-14,Economy,10.0,5.0,5.0,5.0,1.0,5.0,1
air-serbia,2015-04-06,Economy,9.0,4.0,5.0,5.0,1.0,5.0,1
air-serbia,2015-04-03,Economy,9.0,5.0,5.0,5.0,3.0,5.0,1
air-new-zealand,2014-09-01,Premium Economy,6.722419928825623,1.0,4.0,3.0,1.0,2.0,0
air-new-zealand,2014-09-01,Economy,8.0,3.0,3.0,4.0,2.0,3.0,1
air-new-zealand,2014-09-01,Economy,10.0,5.0,5.0,0.0,5.0,5.0,1
air-new-zealand,2014-08-26,Economy,9.0,3.0,4.0,4.0,4.0,5.0,1
air-serbia,2015-03-04,Economy,3.0,4.0,2.0,3.0,1.0,5.0,0
air-serbia,2015-02-18,Economy,9.0,5.0,4.0,4.0,1.0,5.0,1
air-serbia,2015-02-11,Economy,10.0,4.0,5.0,5.0,2.0,4.0,1
air-new-zealand,2014-08-26,Economy,6.722419928825623,2.0,2.0,2.0,1.0,2.0,0
air-new-zealand,2014-08-26,Business Class,7.0,3.0,5.0,5.0,3.0,4.0,1
air-new-zealand,2014-08-26,Business Class,8.0,5.0,3.0,3.0,3.0,4.0,1
air-new-zealand,2014-08-26,Economy,2.0,4.0,5.0,2.0,1.0,2.0,0
air-serbia,2015-02-08,Business Class,10.0,5.0,5.0,5.0,1.0,4.0,1
air-serbia,2015-01-26,Economy,9.0,4.0,4.0,4.0,1.0,4.0,1
air-serbia,2015-01-23,Economy,1.0,1.0,1.0,1.0,1.0,1.0,0
air-serbia,2015-01-14,Economy,9.0,4.0,4.0,5.0,2.0,5.0,1
air-new-zealand,2014-08-26,Economy,9.0,4.0,5.0,4.0,4.0,4.0,1
air-new-zealand,2014-08-18,Economy,9.0,2.0,4.0,5.0,4.0,4.0,1
air-new-zealand,2014-08-18,Economy,8.0,4.0,3.0,5.0,5.0,4.0,1
air-serbia,2014-12-31,Economy,10.0,5.0,5.0,5.0,4.0,5.0,1
air-serbia,2014-12-22,Economy,10.0,4.0,5.0,4.0,3.0,5.0,1
air-serbia,2014-12-04,Economy,9.0,5.0,5.0,5.0,1.0,5.0,1
air-serbia,2014-10-31,Economy,10.0,5.0,5.0,5.0,3.0,5.0,1
air-new-zealand,2014-08-13,Economy,7.0,4.0,3.0,3.0,1.0,2.0,1
air-new-zealand,2014-08-11,Economy,10.0,5.0,5.0,4.0,5.0,5.0,1
air-new-zealand,2014-08-11,Business Class,4.0,3.0,4.0,1.0,1.0,2.0,0
air-serbia,2014-10-28,Economy,10.0,5.0,5.0,4.0,5.0,4.0,1
air-serbia,2014-09-28,Business Class,7.0,5.0,3.0,4.0,1.0,4.0,1
air-serbia,2014-09-22,Business Class,10.0,5.0,5.0,4.0,5.0,5.0,1
air-serbia,2014-09-17,Economy,9.0,4.0,5.0,5.0,3.0,5.0,1
air-seychelles,2015-06-04,Economy,8.0,4.0,4.0,4.0,4.0,4.0,1
air-new-zealand,2014-08-05,Economy,1.0,2.0,2.0,3.0,3.0,1.0,0
air-new-zealand,2014-08-02,Economy,2.0,1.0,3.0,3.0,4.0,2.0,0
air-new-zealand,2014-07-31,Business Class,10.0,5.0,5.0,5.0,0.0,5.0,1
air-new-zealand,2014-07-31,Economy,2.0,1.0,4.0,3.0,2.0,2.0,0
air-serbia,2014-09-09,Economy,10.0,5.0,5.0,5.0,4.0,4.0,1
air-serbia,2014-09-01,Business Class,10.0,5.0,5.0,5.0,3.0,5.0,1
air-serbia,2014-09-01,Economy,1.0,1.0,1.0,1.0,1.0,1.0,0
air-serbia,2014-08-28,Economy,8.0,4.0,3.0,3.0,1.0,4.0,1
air-seychelles,2015-05-02,Business Class,1.0,4.0,3.0,0.0,0.0,5.0,0
air-seychelles,2015-05-01,Economy,2.0,3.0,2.0,2.0,2.0,2.0,0
air-seychelles,2014-12-10,Economy,10.0,5.0,5.0,5.0,4.0,5.0,1
air-new-zealand,2014-07-31,Economy,1.0,1.0,2.0,2.0,3.0,1.0,0
air-new-zealand,2014-07-31,Economy,6.722419928825623,3.0,3.0,3.0,3.0,1.0,0
air-new-zealand,2014-07-29,Economy,2.0,1.0,1.0,1.0,1.0,1.0,0
air-serbia,2014-08-26,Economy,5.0,5.0,5.0,5.0,1.0,3.0,1
air-serbia,2014-08-26,Economy,8.0,4.0,5.0,5.0,1.0,5.0,1
air-serbia,2014-08-26,Economy,8.0,5.0,5.0,5.0,3.0,5.0,1
air-seychelles,2014-10-22,Economy,9.0,4.0,5.0,5.0,3.0,5.0,1
air-seychelles,2014-10-13,Economy,10.0,5.0,5.0,4.0,4.0,5.0,1
air-seychelles,2014-08-02,Economy,3.0,1.0,2.0,1.0,1.0,2.0,0
air-new-zealand,2014-07-27,Premium Economy,8.0,4.0,5.0,4.0,4.0,5.0,1
air-new-zealand,2014-07-20,Economy,2.0,1.0,2.0,2.0,2.0,1.0,0
air-new-zealand,2014-07-20,Economy,6.0,2.0,3.0,2.0,2.0,3.0,0
air-new-zealand,2014-07-15,Economy,10.0,3.0,4.0,4.0,2.0,3.0,1
air-serbia,2014-08-18,Economy,10.0,4.0,5.0,4.0,2.0,5.0,1
air-serbia,2014-08-18,Business Class,10.0,5.0,5.0,5.0,5.0,5.0,1
air-serbia,2014-08-15,Business Class,1.0,1.0,1.0,1.0,1.0,1.0,0
air-seychelles,2014-06-23,Economy,10.0,5.0,5.0,5.0,3.0,5.0,1
air-seychelles,2014-03-30,Economy,10.0,5.0,5.0,4.0,4.0,5.0,1
air-seychelles,2014-03-04,Economy,6.0,4.0,2.0,3.0,3.0,3.0,1
air-seychelles,2013-08-06,Economy,6.3125,3.0,2.0,3.0,3.0,1.0,0
air-new-zealand,2014-07-15,Economy,2.0,1.0,4.0,3.0,3.0,2.0,0
air-new-zealand,2014-07-08,Business Class,10.0,5.0,5.0,5.0,5.0,5.0,1
air-new-zealand,2014-07-08,Business Class,10.0,4.0,5.0,5.0,3.0,4.0,1
air-serbia,2014-08-02,Economy,10.0,4.0,5.0,4.0,3.0,5.0,1
air-serbia,2014-07-31,Economy,10.0,5.0,5.0,4.0,5.0,4.0,1
air-serbia,2014-07-31,Economy,1.0,1.0,1.0,1.0,1.0,1.0,0
air-serbia,2014-07-10,Economy,8.0,4.0,4.0,5.0,1.0,5.0,1
air-seychelles,2013-06-26,Economy,2.0,5.0,1.0,5.0,5.0,3.0,0
air-seychelles,2013-01-02,Economy,9.0,4.0,5.0,5.0,3.0,5.0,1
air-seychelles,2012-09-19,Economy,1.0,4.0,3.5384615384615383,3.5384615384615383,3.0,1.0,0
air-new-zealand,2014-07-06,Economy,1.0,1.0,1.0,1.0,1.0,1.0,0
air-new-zealand,2014-07-06,Economy,2.0,2.0,4.0,3.0,1.0,1.0,0
air-new-zealand,2014-07-06,Economy,8.0,4.0,4.0,5.0,3.0,4.0,1
air-new-zealand,2014-07-01,Premium Economy,9.0,4.0,5.0,5.0,5.0,5.0,1
air-serbia,2014-07-06,Economy,7.0,4.0,4.0,2.0,1.0,5.0,1
air-serbia,2014-07-06,Economy,2.0,3.0,4.0,2.0,1.0,2.0,0
air-serbia,2014-06-16,Economy,10.0,4.0,5.0,5.0,1.0,5.0,1
air-seychelles,2011-10-20,Economy,5.0,4.0,3.5384615384615383,3.5384615384615383,3.0,4.0,1
air-seychelles,2011-09-15,Business Class,8.0,4.0,3.5384615384615383,3.5384615384615383,3.0,4.0,1
air-seychelles,2011-09-06,Economy,10.0,4.0,3.5384615384615383,3.5384615384615383,3.0,4.0,1
air-seychelles,2011-08-08,Business Class,10.0,4.0,3.5384615384615383,3.5384615384615383,3.0,4.0,1
air-seychelles,2011-07-24,Economy,5.0,4.0,3.5384615384615383,3.5384615384615383,3.0,4.0,0
air-new-zealand,2014-06-30,Premium Economy,10.0,4.0,5.0,5.0,5.0,4.0,1
air-new-zealand,2014-06-25,Economy,1.0,3.0,2.0,1.0,1.0,2.0,0
air-new-zealand,2014-06-23,Economy,7.0,4.0,3.0,3.0,5.0,4.0,1
air-serbia,2014-06-13,Business Class,4.0,5.0,5.0,5.0,2.0,4.0,1
air-serbia,2014-06-01,Economy,7.0,4.0,5.0,5.0,1.0,4.0,1
air-serbia,2014-05-20,Economy,1.0,3.0,3.0,1.0,1.0,1.0,0
air-serbia,2014-05-16,Economy,1.0,4.0,4.0,3.0,1.0,4.0,0
air-tahiti-nui,2015-05-13,Business Class,7.0,3.0,4.0,3.0,0.0,3.0,1
air-seychelles,2011-07-21,Business Class,6.3125,4.0,3.5384615384615383,3.5384615384615383,3.0,1.0,0
air-seychelles,2011-07-10,Economy,10.0,4.0,3.5384615384615383,3.5384615384615383,3.0,4.0,1
air-seychelles,2011-06-29,Economy,8.0,4.0,3.5384615384615383,3.5384615384615383,3.0,4.0,1
air-new-zealand,2014-06-23,Business Class,3.0,1.0,2.0,2.0,1.0,3.0,0
air-new-zealand,2014-06-20,Economy,6.0,2.0,4.0,2.0,3.0,3.0,0
air-serbia,2014-04-27,Economy,6.0,3.0,3.0,4.0,3.0,5.0,0
air-serbia,2014-04-16,Economy,10.0,4.0,5.0,5.0,4.0,4.0,1
air-tahiti-nui,2015-04-20,Economy,5.0,0.0,4.0,1.0,4.0,3.0,0
air-tahiti-nui,2015-03-04,Economy,4.865384615384615,1.0,3.0,1.0,1.0,1.0,0
air-seychelles,2011-06-15,Economy,6.3125,4.0,3.5384615384615383,3.5384615384615383,3.0,1.0,0
air-seychelles,2011-04-10,Economy,8.0,4.0,3.5384615384615383,3.5384615384615383,3.0,4.0,1
air-seychelles,2011-03-17,Economy,6.0,4.0,3.5384615384615383,3.5384615384615383,3.0,4.0,1
air-new-zealand,2014-06-17,Premium Economy,8.0,4.0,5.0,4.0,4.0,4.0,1
air-new-zealand,2014-06-16,Business Class,9.0,5.0,5.0,5.0,4.0,5.0,1
air-serbia,2014-04-13,Economy,9.0,5.0,5.0,5.0,3.0,5.0,1
air-serbia,2014-04-07,Economy,9.0,4.0,5.0,5.0,3.0,5.0,1
air-tahiti-nui,2015-02-06,Business Class,8.0,5.0,4.0,4.0,3.0,4.0,1
air-tahiti-nui,2015-01-05,Business Class,1.0,1.0,1.0,1.0,1.0,1.0,0
air-tahiti-nui,2014-11-03,Business Class,2.0,4.0,4.0,4.0,1.0,3.0,0
air-seychelles,2011-02-24,Economy,6.3125,4.0,3.5384615384615383,3.5384615384615383,3.0,1.0,0
air-seychelles,2011-02-14,Economy,6.3125,4.0,3.5384615384615383,3.5384615384615383,3.0,1.0,0
air-seychelles,2010-11-04,Economy,8.0,4.0,3.5384615384615383,3.5384615384615383,3.0,4.0,1
air-new-zealand,2014-06-13,Business Class,1.0,2.0,1.0,2.0,3.0,1.0,0
air-new-zealand,2014-06-10,Business Class,5.0,4.0,3.0,5.0,5.0,3.0,0
air-new-zealand,2014-06-08,Economy,8.0,4.0,5.0,4.0,5.0,4.0,1
air-serbia,2014-03-30,Business Class,8.0,4.0,5.0,5.0,5.0,5.0,1
air-serbia,2014-03-13,Economy,9.0,5.0,5.0,5.0,3.0,5.0,1
air-tahiti-nui,2014-10-28,Business Class,8.0,4.0,5.0,4.0,5.0,4.0,1
air-tahiti-nui,2014-09-14,Economy,2.0,2.0,1.0,2.0,2.0,2.0,0
air-seychelles,2010-10-29,Business Class,7.0,4.0,3.5384615384615383,3.5384615384615383,3.0,1.0,1
air-seychelles,2010-10-28,Economy,6.3125,4.0,3.5384615384615383,3.5384615384615383,3.0,1.0,0
air-seychelles,2010-09-14,Economy,2.0,4.0,3.5384615384615383,3.5384615384615383,3.0,1.0,0
air-new-zealand,2014-06-08,Economy,8.0,3.0,4.0,0.0,0.0,4.0,1
air-new-zealand,2014-06-05,Economy,7.0,3.0,4.0,0.0,0.0,4.0,1
air-new-zealand,2014-06-04,Economy,10.0,5.0,5.0,5.0,0.0,5.0,1
air-serbia,2014-03-04,Business Class,10.0,5.0,5.0,5.0,5.0,5.0,1
air-serbia,2014-02-18,Economy,10.0,5.0,5.0,5.0,1.0,5.0,1
air-serbia,2014-02-14,Economy,9.0,5.0,5.0,5.0,5.0,4.0,1
air-tahiti-nui,2014-07-15,Business Class,1.0,1.0,2.0,2.0,1.0,1.0,0
air-tahiti-nui,2014-06-02,Economy,5.0,1.0,2.0,2.0,3.0,5.0,1
air-tahiti-nui,2014-05-21,Economy,5.0,1.0,4.0,4.0,3.0,3.0,0
air-seychelles,2010-08-26,Economy,6.3125,4.0,3.5384615384615383,3.5384615384615383,3.0,1.0,0
air-seychelles,2010-08-04,Economy,6.3125,4.0,3.5384615384615383,3.5384615384615383,3.0,1.0,0
air-seychelles,2010-06-06,Business Class,8.0,4.0,3.5384615384615383,3.5384615384615383,3.0,4.0,1
air-seychelles,2010-06-02,Economy,4.0,4.0,3.5384615384615383,3.5384615384615383,3.0,1.0,1
air-new-zealand,2014-06-02,Economy,2.0,4.0,1.0,4.0,3.0,1.0,0
air-new-zealand,2014-06-01,Economy,5.0,4.0,5.0,1.0,1.0,0.0,0
air-new-zealand,2014-06-01,Economy,5.0,2.0,4.0,3.0,3.0,0.0,0
air-new-zealand,2014-05-29,Economy,8.0,4.0,4.0,4.0,3.0,4.0,1
air-transat,2015-07-29,Economy,7.0,4.0,3.0,2.0,4.0,5.0,1
air-serbia,2014-02-13,Business Class,10.0,5.0,5.0,5.0,1.0,5.0,1
air-serbia,2014-01-29,Business Class,9.0,4.0,5.0,5.0,1.0,5.0,1
air-serbia,2014-01-22,Economy,7.0,5.0,4.0,5.0,1.0,4.0,1
air-tahiti-nui,2014-05-06,Business Class,7.0,5.0,5.0,5.0,3.0,5.0,1
air-tahiti-nui,2014-04-30,Business Class,1.0,2.0,1.0,1.0,1.0,1.0,0
air-tahiti-nui,2014-04-15,Economy,4.0,1.0,3.0,3.0,2.0,2.0,0
air-tahiti-nui,2014-04-06,Economy,4.0,2.0,3.0,2.0,4.0,3.0,0
air-seychelles,2010-05-09,Economy,2.0,4.0,3.5384615384615383,3.5384615384615383,3.0,1.0,0
